date,person,miles
2024-11-27,Karen Sanchez,8.7
2023-05-06,Kimberly White,6.0
2023-08-15,Laura Sanchez,2.2
2024-10-09,Kevin Taylor,13.3
2024-05-25,Sarah Sanchez,6.6
2023-07-01,Laura Young,2.2
2024-12-24,Robert White,3.8
2024-10-07,Laura Lewis,7.2
2024-09-23,John Smith,7.4
2024-08-07,Lisa Jones,12.8
2023-05-11,James Nguyen,9.2
2023-05-21,Michael Thomas,16.9
2024-07-09,John Smith,4.9
2023-10-15,Richard Wright,8.8
2023-11-12,Christopher Lee,5.1
2023-10-23,Betty Lewis,7.5
2024-04-26,Jennifer Garcia,2.3
2024-10-29,Laura Robinson,4.6
2023-01-30,David Thomas,10.9
2024-07-04,Betty Rodriguez,13.4
2023-02-08,Sarah Sanchez,9.1
2024-02-05,Laura Sanchez,1.9
2024-09-21,Emily Jones,7.3
2024-11-04,Mark Martinez,4.5
2024-09-11,Michael Jones,4.2
2023-03-14,Chris Flores,8.3
2023-01-22,Michael Taylor,2.8
2024-03-27,Matthew Hill,6.1
2023-01-29,Karen Sanchez,13.9
2024-04-06,Jennifer Robinson,2.1
2023-12-04,Amanda Scott,5.3
2023-01-21,Robert Ramirez,3.7
2024-06-12,Robert Young,2.0
2023-06-19,Christopher Hill,17.9
2024-03-02,John Nguyen,18.4
2023-12-21,Lisa Martinez,3.7
2023-09-12,Richard Smith,4.7
2024-07-19,Kevin White,15.5
2023-01-15,Ashley Walker,11.4
2024-06-19,Mark Lewis,16.5
2023-09-25,Linda Rodriguez,7.4
2024-07-07,David Johnson,11.0
2023-11-14,Richard Smith,1.8
2023-12-13,Karen Young,5.4
2023-10-22,Ashley Ramirez,1.6
2024-09-08,Mark Moore,2.1
2023-01-03,Christopher Hill,9.9
2023-06-06,Robert Johnson,2.1
2023-02-07,Karen Williams,5.4
2023-09-29,Michelle Ramirez,1.7
2023-04-12,Lisa Clark,4.6
2023-04-24,Christopher Perez,9.7
2024-01-12,Maria Sanchez,8.6
2024-05-31,Elizabeth Sanchez,11.3
2023-12-03,Kevin Wilson,11.7
2023-07-12,Christopher Lopez,2.0
2023-12-08,Jennifer Garcia,1.7
2024-09-04,Chris Gonzalez,8.2
2023-08-16,Jennifer Garcia,3.0
2023-10-13,Chris Hernandez,2.3
2023-05-18,Nancy Jackson,3.7
2024-08-12,Paul Smith,10.4
2023-06-25,James Hill,2.3
2023-12-03,Christopher Wilson,7.5
2024-04-28,Robert Ramirez,6.1
2024-07-04,Laura Robinson,4.1
2024-03-22,David Johnson,11.8
2023-06-16,Lisa Martinez,5.0
2023-07-13,Robert Jones,9.1
2023-08-04,Matthew Rodriguez,0.5
2023-08-11,Laura Robinson,3.6
2023-05-20,Mark Martinez,2.0
2023-04-23,Michael Robinson,13.3
2024-07-11,Betty Sanchez,4.8
2024-03-20,Amanda Scott,10.6
2023-12-07,Jane Jones,10.7
2024-12-29,Daniel Davis,5.2
2023-02-26,Lisa Wilson,8.7
2024-08-21,Charles Clark,4.3
2024-10-06,Joseph Lopez,9.5
2024-05-14,Kimberly White,5.6
2024-10-20,Joshua Harris,8.5
2023-02-06,Robert Young,3.8
2024-12-06,Chris Ramirez,3.3
2024-10-25,Kevin White,17.3
2024-05-11,Mike Young,18.3
2023-07-09,Emily Jones,10.2
2023-05-23,Linda Rodriguez,6.5
2024-02-14,Mark Walker,16.4
2024-12-08,Christopher Johnson,2.9
2024-06-15,Maria Walker,3.4
2023-07-15,Chris Gonzalez,16.2
2023-01-07,Joseph Hernandez,4.7
2023-07-30,Thomas Rodriguez,3.0
2023-05-26,Elizabeth Nguyen,1.7
2024-05-12,James Nguyen,18.0
2024-01-31,Matthew Young,1.1
2023-10-14,Betty Rodriguez,8.1
2023-05-18,Christopher Lopez,2.0
2023-03-29,Laura Thomas,2.5
2024-07-24,Chris Hernandez,1.8
2024-12-11,Amanda Scott,5.4
2023-11-13,Michael Robinson,10.4
2023-08-09,Linda Jones,6.6
2024-02-05,Mark Anderson,6.8
2024-05-12,Elizabeth Thompson,2.9
2024-11-02,Donna Flores,1.7
2023-04-11,Elizabeth Wright,7.8
2023-10-30,Sarah Sanchez,9.2
2024-06-17,Elizabeth Taylor,1.0
2024-10-09,Michael Allen,1.6
2024-05-29,Matthew Hill,11.5
2023-04-11,Mark Nguyen,15.5
2023-08-16,James Lopez,14.7
2024-02-19,Sarah Sanchez,9.7
2023-08-10,Jane Young,3.5
2024-02-29,Matthew Robinson,5.2
2023-03-02,Michael Thomas,13.2
2024-07-24,Jessica Taylor,2.4
2023-04-16,John Smith,7.8
2024-10-02,Betty Miller,17.2
2023-12-17,Joseph Lopez,10.0
2023-12-18,Betty Rodriguez,13.9
2024-02-14,Ashley Walker,5.4
2023-01-30,Mark Rodriguez,1.3
2024-04-10,Kimberly White,3.5
2024-06-19,Christopher Johnson,2.3
2023-07-31,Betty Lewis,3.0
2024-10-31,Kimberly Miller,2.5
2023-03-06,Betty Smith,0.6
2024-08-29,Elizabeth Martin,4.7
2024-08-04,Stephanie Garcia,4.3
2024-06-26,Joshua Nguyen,13.7
2023-03-28,Laura Johnson,2.3
2023-12-04,Lisa Wilson,10.4
2023-05-02,John Brown,10.7
2024-04-03,Christopher Perez,8.5
2024-05-06,Daniel Davis,5.5
2023-08-07,Thomas Scott,1.6
2023-09-08,Elizabeth Taylor,2.6
2023-02-20,Christopher Perez,7.9
2024-03-19,Ashley Ramirez,1.6
2024-01-03,Betty Lewis,3.2
2023-11-14,Robert Johnson,2.8
2023-11-28,Jessica Taylor,4.2
2024-08-21,Sarah Sanchez,11.1
2024-04-20,Robert Ramirez,4.3
2024-07-08,Mark Rodriguez,0.7
2024-05-24,Joshua Taylor,8.5
2023-02-04,Chris Gonzalez,12.0
2024-09-26,Maria Jackson,1.6
2024-08-16,Ashley Garcia,8.4
2024-10-10,Donna White,3.7
2023-03-16,Mark Anderson,3.4
2023-02-12,Betty Smith,2.1
2023-05-14,Mike Williams,6.7
2023-04-04,Michelle Gonzalez,4.2
2023-10-22,Amanda Scott,9.6
2023-09-15,Mark Nguyen,15.4
2023-05-26,Lisa Martinez,6.1
2023-09-09,Elizabeth Martin,3.4
2024-07-30,Matthew Rodriguez,3.0
2023-07-03,Elizabeth Nguyen,0.7
2024-01-25,Betty Rodriguez,9.0
2024-11-16,Matthew Robinson,9.7
2023-03-21,Paul Taylor,13.1
2023-06-18,John Moore,2.8
2024-12-12,Betty Smith,0.7
2024-11-18,William Smith,1.3
2023-03-19,Mark Nguyen,8.3
2023-04-22,Laura Robinson,2.4
2024-12-04,Robert Wilson,5.1
2024-02-09,Kimberly Nguyen,0.8
2024-10-21,Jennifer Garcia,4.6
2023-04-04,Michael Thomas,15.2
2024-11-16,Mark Jones,7.7
2023-08-11,Karen Moore,0.9
2023-09-04,Richard Brown,9.8
2024-02-24,William Wright,4.2
2024-04-17,Daniel Davis,10.6
2024-07-04,Richard Ramirez,3.2
2023-01-21,John Lee,8.0
2023-10-01,Matthew Hill,5.6
2023-12-25,Elizabeth Wright,7.0
2023-08-10,Robert Young,2.2
2023-01-06,Sarah Harris,6.9
2024-08-09,Jessica Wright,12.4
2023-07-04,Maria Sanchez,6.6
2023-04-08,Christopher Lopez,3.0
2023-04-25,Amy Brown,6.7
2024-08-22,Elizabeth Young,6.2
2023-07-19,Karen Moore,2.2
2024-02-08,Jane Jones,11.7
2024-03-01,Joseph Lopez,12.9
2024-03-23,Richard Ramirez,3.3
2023-05-19,Daniel Young,16.4
2023-08-06,Mark Walker,19.3
2023-11-21,Paul Smith,7.4
2023-08-31,Robert Jones,19.0
2023-01-13,Laura Sanchez,3.8
2023-10-30,Amanda Hill,1.1
2023-09-19,Mark Nguyen,18.0
2024-10-13,Jennifer Garcia,3.8
2024-12-01,Richard Brown,5.9
2023-02-08,Nancy Ramirez,8.8
2023-04-16,Elizabeth Torres,10.3
2024-03-06,Robert Young,2.3
2024-07-15,Stephanie Thompson,1.7
2023-02-09,Jennifer Garcia,3.7
2023-05-28,Joseph King,1.6
2024-11-05,Betty Robinson,11.4
2023-05-31,Elizabeth Gonzalez,6.0
2023-09-30,Joseph Gonzalez,10.5
2024-09-07,Joseph Gonzalez,13.5
2024-01-11,Mark Nguyen,15.3
2023-07-25,William Taylor,6.3
2024-02-04,Kevin Wilson,5.8
2023-03-03,William Smith,1.8
2024-08-06,Stephanie Garcia,2.8
2023-05-04,Nancy Ramirez,14.7
2024-05-17,Michael Allen,2.2
2023-08-23,Chris Williams,1.9
2023-04-25,Maria Walker,1.6
2023-08-24,Donna Young,6.1
2024-12-14,Sarah Jackson,3.1
2023-05-01,Nancy Ramirez,14.7
2023-04-27,Christopher Wilson,5.9
2024-05-29,Mark Martinez,2.4
2024-12-03,Michael Jones,7.7
2023-12-31,Richard Ramirez,4.9
2024-03-26,Kimberly White,7.6
2023-04-08,Kevin Wilson,11.2
2024-09-15,Chris Hernandez,4.5
2024-11-25,Christopher Lopez,3.5
2023-01-21,Ashley Ramirez,0.6
2023-02-17,Matthew Allen,15.5
2024-12-11,Thomas Hill,3.9
2024-10-14,Richard Brown,5.5
2023-05-29,John Johnson,8.2
2023-02-26,Michelle Hernandez,6.3
2024-03-19,Christopher Jones,2.3
2024-08-01,Richard Ramirez,1.9
2024-12-21,Joseph White,7.2
2024-07-01,Emily Perez,11.3
2023-05-11,Chris Gonzalez,14.0
2023-11-19,Laura Lewis,3.3
2024-08-25,Charles Clark,6.2
2024-05-31,John Brown,10.1
2024-10-19,David Hill,10.2
2024-01-10,Christopher Jones,2.0
2023-04-06,Elizabeth Martin,1.6
2023-05-04,Mark Scott,4.1
2024-02-26,Amanda Scott,7.3
2023-03-20,Robert Young,2.0
2023-02-13,Robert Ramirez,5.1
2023-03-06,Joseph Gonzalez,16.2
2024-03-07,Nancy Jackson,3.7
2024-11-19,Robert Johnson,0.8
2024-02-25,Matthew Rodriguez,1.2
2024-08-20,Ashley Miller,2.4
2024-04-12,Donna Torres,5.0
2024-12-26,Donna Flores,2.8
2024-05-18,Michelle Ramirez,2.1
2023-08-24,Mark Scott,1.8
2024-05-08,Christopher Hill,17.4
2024-02-04,Kimberly Robinson,6.9
2023-04-23,Thomas Robinson,7.7
2023-06-17,Robert Wilson,7.8
2024-03-18,Amanda Scott,5.0
2024-12-10,Elizabeth Thompson,1.1
2023-09-13,Mike Young,15.9
2023-02-07,Donna Torres,5.9
2024-09-06,James Nguyen,14.6
2024-02-25,Christopher Perez,8.2
2024-05-23,Nancy Ramirez,15.9
2023-08-20,Christopher Wilson,9.5
2024-08-14,Emily Martinez,4.3
2023-02-09,Stephanie Scott,4.1
2024-08-09,Elizabeth Torres,9.3
2024-06-24,Mark Scott,4.3
2024-09-22,Jennifer Garcia,4.4
2024-05-05,Michael Thomas,12.4
2023-11-30,Kevin White,14.4
2024-04-16,Christopher Lopez,4.4
2023-04-08,Joseph Hernandez,4.3
2024-10-15,David Hill,15.2
2023-09-26,Paul Taylor,8.3
2024-01-20,Robert Young,3.0
2023-08-07,Elizabeth Thomas,3.8
2024-11-20,Karen Smith,2.0
2023-07-30,Linda Lopez,2.7
2023-10-21,Robert Jones,18.8
2023-05-06,Jessica Thomas,11.1
2024-01-01,Mark Nguyen,15.1
2024-01-11,Mark Jones,5.5
2024-10-22,Chris Thompson,14.6
2023-11-27,John Allen,4.1
2023-09-21,Maria Williams,4.1
2024-03-27,Karen Moore,2.7
2024-12-21,David Johnson,5.5
2023-10-05,William Lewis,3.2
2024-08-20,Donna Young,7.1
2024-02-02,Ashley Miller,0.5
2024-06-22,David Smith,5.2
2024-11-03,Joseph Hernandez,4.3
2024-12-11,Betty Allen,1.3
2024-08-13,Joseph Hernandez,2.8
2024-08-05,Kimberly White,4.4
2024-04-03,Laura Johnson,1.0
2023-06-12,David Thomas,12.3
2023-04-29,Elizabeth Thomas,4.7
2023-10-01,William Wright,3.6
2024-06-30,James Nguyen,10.6
2023-12-30,Amanda Allen,6.5
2023-04-14,Donna Torres,8.4
2023-07-09,Nancy Jackson,4.0
2024-02-29,Jennifer Robinson,4.7
2024-03-06,Michael Jones,4.9
2024-05-22,Amanda Scott,6.8
2024-11-10,Stephanie Hill,15.3
2023-03-05,Mark Jones,5.9
2024-07-18,Jessica Thomas,6.7
2023-07-15,Mark Walker,8.7
2023-05-16,Robert Jones,13.1
2023-05-10,Jessica Thomas,9.0
2024-10-25,Brian Perez,0.6
2024-11-17,John Smith,4.4
2024-01-29,Elizabeth Thompson,2.6
2023-09-28,Michael Robinson,17.6
2023-04-07,Chris Flores,17.0
2023-06-29,Elizabeth Gonzalez,7.6
2024-06-25,Robert Jones,12.5
2024-06-06,Michelle Ramirez,4.0
2024-08-08,Karen Davis,9.2
2023-03-15,Richard Wright,12.1
2023-02-05,Kevin White,17.5
2024-02-20,David Thomas,12.7
2023-05-26,William Taylor,8.1
2023-11-30,Betty Smith,1.6
2024-05-21,Chris White,17.9
2023-06-23,Joseph Gonzalez,12.8
2023-11-11,Laura Clark,16.3
2023-12-29,Maria Jackson,1.9
2023-07-08,Laura Clark,18.0
2023-08-23,William Torres,6.4
2023-03-29,Richard Ramirez,2.2
2023-08-07,Karen Young,6.7
2024-12-24,William Torres,4.8
2024-10-24,Mark Martinez,1.9
2023-02-07,Elizabeth Gonzalez,7.4
2023-07-21,Brian Hill,10.1
2024-10-10,Elizabeth Gonzalez,5.0
2023-12-05,Michelle Gonzalez,4.6
2023-05-09,Maria Jackson,0.9
2024-04-30,Nancy Wilson,4.7
2023-01-08,Stephanie Scott,4.5
2024-07-10,Michael Taylor,3.0
2023-05-27,Mike White,5.6
2024-04-10,Kimberly Nguyen,0.9
2023-12-23,Stephanie Hill,9.8
2024-04-24,Michael Jones,7.6
2024-09-27,Michelle Ramirez,2.3
2024-01-31,Joseph White,8.8
2024-02-01,Karen Williams,5.7
2024-05-30,Chris Hernandez,4.4
2023-07-13,Richard Brown,11.3
2024-04-08,Christopher Wilson,7.4
2024-11-25,Stephanie Davis,1.7
2023-06-08,Mark Lewis,10.9
2024-05-29,Sarah King,2.6
2024-07-06,Michael Martinez,6.4
2024-08-02,Thomas Wilson,2.5
2024-07-29,Mark Walker,19.6
2024-11-09,James Nguyen,18.5
2024-09-30,Maria Walker,3.0
2024-11-19,Nancy Jackson,3.8
2024-07-06,Emily Martinez,5.7
2024-07-08,Elizabeth Wright,6.5
2024-03-27,Kimberly Miller,4.7
2024-05-30,Christopher Perez,9.0
2024-01-04,Michael Allen,1.9
2024-01-07,Donna Young,7.4
2024-04-10,Christopher Johnson,1.7
2023-09-13,Laura Thomas,0.5
2024-05-09,Stephanie Scott,5.5
2024-02-06,Christopher Lee,5.7
2023-01-11,Robert White,6.1
2023-06-22,Betty Allen,2.4
2023-06-09,Elizabeth Nguyen,1.6
2023-04-18,Laura Young,1.2
2023-02-02,Mark Torres,9.8
2023-03-31,Betty Lewis,5.5
2024-11-25,John Moore,3.1
2024-07-29,Linda Lopez,3.7
2024-11-26,Jane Young,5.0
2024-01-26,Linda Jones,7.9
2024-05-15,David Hill,8.6
2023-10-16,Paul Taylor,14.2
2024-12-27,Matthew Robinson,6.3
2023-01-05,William Wilson,4.9
2024-08-10,Nancy Jackson,4.1
2024-07-17,Sarah Jackson,6.3
2024-07-02,Michelle Ramirez,3.0
2024-02-13,Donna Flores,1.4
2023-09-28,Christopher Perez,6.9
2024-05-25,Daniel Young,12.9
2023-04-04,Laura Johnson,2.9
2024-05-25,Donna Flores,2.3
2024-04-19,Elizabeth Taylor,1.4
2024-04-26,Sarah Jackson,7.1
2024-09-08,Karen Davis,14.2
2023-03-27,Elizabeth Young,5.4
2023-11-11,Linda Jones,9.6
2023-03-26,Matthew Robinson,11.5
2024-08-20,Robert Wilson,5.3
2023-06-27,Joshua Taylor,6.9
2023-09-17,Mark Anderson,7.8
2023-01-29,Brian Perez,1.4
2024-02-18,Nancy Harris,2.9
2024-06-20,Paul Smith,11.9
2023-03-26,Amanda Scott,7.2
2024-06-15,Michael Smith,7.0
2024-10-26,Kimberly Nguyen,0.9
2023-11-21,Michelle Ramirez,2.4
2023-10-07,Christopher Johnson,0.6
2023-01-01,Amy Brown,11.9
2023-07-04,Elizabeth Thomas,5.5
2023-04-10,Laura Johnson,1.5
2024-12-22,Chris White,16.8
2023-08-29,Brian Hill,12.0
2024-08-31,Mark Anderson,4.8
2023-12-31,Mark Torres,8.2
2024-08-10,Donna White,4.3
2023-12-01,Richard Smith,3.0
2023-12-14,Joseph Lopez,16.8
2024-05-13,Lisa Wilson,6.3
2023-02-10,Elizabeth Wright,7.9
2023-12-28,James Hill,2.1
2024-06-29,Jessica Wright,19.8
2023-12-16,Mark Martinez,4.7
2023-05-22,Laura Robinson,2.8
2024-10-08,Betty Smith,2.2
2024-06-08,Joseph Williams,4.7
2023-10-06,Kimberly Robinson,3.3
2024-08-29,Daniel Young,8.3
2024-01-05,Charles Clark,4.6
2023-04-15,Nancy Wilson,4.7
2023-01-24,Karen Williams,6.5
2023-10-23,Lisa Wilson,8.0
2024-12-09,Mike King,2.7
2023-01-07,Richard Brown,10.3
2024-09-11,Robert Johnson,2.7
2023-12-15,Joseph King,2.5
2024-12-18,Jessica Wright,15.5
2024-09-14,Betty Miller,17.2
2023-04-01,John Moore,2.6
2024-11-19,Mark Nguyen,18.9
2024-03-17,Mark Anderson,6.7
2024-04-16,Karen Smith,3.5
2024-10-23,Michael Robinson,9.2
2024-04-14,Lisa Clark,4.6
2023-10-16,William Lewis,3.2
2023-03-21,William Wilson,3.8
2024-08-12,Thomas Rodriguez,4.4
2024-08-24,Elizabeth Nguyen,2.2
2023-04-14,Donna Young,10.8
2024-06-23,Karen Davis,8.7
2024-04-17,Mark Nguyen,18.2
2023-10-10,Jennifer Garcia,3.7
2023-07-05,Brian Hill,14.6
2023-11-28,Paul Smith,8.6
2024-03-10,Mark Lewis,10.5
2024-02-03,Elizabeth Torres,18.2
2024-08-15,Mark Nguyen,16.0
2024-10-03,Betty Rodriguez,13.4
2023-10-27,John Moore,4.6
2023-05-18,Kevin White,15.3
2024-01-06,Michael King,11.0
2024-03-11,Sarah Wright,5.1
2024-04-03,Michelle Hernandez,5.6
2023-05-20,John Smith,5.6
2024-10-06,Jane Lewis,5.5
2024-03-13,Richard Smith,1.9
2024-11-10,Elizabeth Young,5.4
2024-10-30,Mark Scott,1.7
2023-12-06,Mike White,3.7
2023-07-30,Brian Hill,9.9
2023-10-26,Mark Jones,5.2
2024-12-21,Matthew Hill,11.7
2023-04-16,John Allen,5.7
2023-10-02,Lisa Clark,1.5
2024-12-14,Chris Ramirez,2.4
2023-10-14,Stephanie Hill,17.5
2024-08-25,Mark Lewis,14.1
2023-11-10,Robert Jones,8.2
2024-04-05,Matthew Rodriguez,2.5
2024-08-13,Sarah Wright,5.0
2023-06-18,Stephanie Hill,13.7
2024-07-11,William Wilson,4.9
2023-01-23,Michael Smith,5.6
2024-02-11,Sarah Jackson,7.3
2023-03-25,Betty Robinson,5.5
2024-04-19,Elizabeth Nguyen,1.8
2023-12-22,Matthew Robinson,9.8
2023-09-07,Betty Martin,4.4
2023-01-23,Mike King,1.8
2024-09-12,Thomas Rodriguez,4.4
2023-06-15,John Smith,6.9
2023-02-12,Mark Anderson,7.0
2023-02-04,Nancy Ramirez,13.0
2024-07-11,Brian Hill,16.3
2024-06-07,Linda Rodriguez,8.5
2023-02-09,Lisa Clark,2.3
2023-07-14,William Taylor,10.8
2023-12-08,Kimberly Miller,2.9
2024-09-08,Elizabeth Wright,6.9
2024-04-14,Michelle Hernandez,3.6
2024-04-22,Karen Torres,5.3
2024-12-15,Jennifer Robinson,2.4
2024-01-20,Amanda Robinson,3.7
2024-03-05,Elizabeth Torres,10.1
2024-05-21,Mark Lewis,17.2
2024-03-03,Thomas Rodriguez,4.5
2024-09-09,Kevin White,14.3
2024-08-26,Maria Williams,6.4
2024-02-10,Sarah Sanchez,11.6
2024-07-22,Donna Flores,1.3
2024-06-17,Michael Jones,6.7
2024-03-13,James Hill,2.4
2024-04-30,Laura Robinson,2.5
2024-10-27,Michelle Ramirez,4.9
2023-10-29,John Nguyen,14.5
2023-08-29,Michael Jones,7.9
2024-09-29,Kimberly Nguyen,0.8
2024-11-16,Amy King,7.3
2023-09-17,Mike White,6.7
2023-05-02,Laura Thomas,0.6
2023-06-09,Michael Thomas,9.4
2024-04-10,Nancy Harris,0.8
2023-03-02,Matthew Robinson,8.2
2023-05-19,Michael Robinson,8.8
2023-10-18,Ashley Ramirez,2.4
2023-01-16,Robert Johnson,1.9
2024-06-09,Mark Jones,8.3
2024-09-18,Sarah King,1.5
2024-07-13,Ashley Ramirez,2.6
2023-03-08,John Allen,3.3
2024-12-13,Stephanie Scott,5.7
2024-04-05,Karen Smith,2.6
2024-08-03,Sarah Sanchez,9.3
2023-04-25,Lisa Clark,2.9
2023-04-24,David Robinson,19.7
2024-01-28,Mark Rodriguez,0.8
2023-04-26,Laura Robinson,3.1
2023-11-24,David Thomas,12.3
2023-02-11,Donna White,2.9
2024-10-03,Ashley Walker,6.9
2023-09-20,Betty Allen,2.0
2024-05-17,Lisa Martinez,5.8
2023-01-29,Betty Allen,0.5
2023-06-18,Laura Young,1.6
2024-07-27,Betty Robinson,8.2
2024-12-09,Brian Hill,13.2
2023-10-17,Laura Brown,4.8
2023-11-09,William Torres,7.0
2024-02-06,Joseph White,11.9
2024-04-20,Chris White,12.0
2024-04-19,Kevin Wilson,10.8
2023-03-16,Amy Brown,11.1
2023-02-02,David Hill,10.1
2024-12-23,Betty Rodriguez,8.9
2023-10-04,David Robinson,9.4
2024-06-30,Michael Allen,1.5
2023-01-22,John Johnson,6.2
2023-05-27,Michael Allen,0.8
2024-10-07,Stephanie Davis,1.1
2024-12-27,William Lopez,11.9
2024-04-01,Linda Lopez,4.4
2023-06-08,Elizabeth Thompson,3.0
2024-12-26,Sarah King,2.8
2023-04-17,Laura Clark,15.9
2024-08-24,Thomas Rodriguez,7.4
2024-05-20,William Taylor,11.1
2024-02-23,Karen Sanchez,10.5
2024-07-09,Brian Gonzalez,10.9
2023-12-26,Amanda Hill,2.8
2023-03-10,Kevin Wilson,9.3
2024-05-23,Stephanie Scott,3.6
2024-11-15,Amanda Robinson,5.9
2023-03-14,Karen Davis,10.5
2023-09-16,Joshua Nguyen,16.3
2023-04-03,Lisa Martinez,6.2
2023-01-04,William Wilson,2.6
2023-07-08,Maria Jackson,2.7
2024-07-31,Chris Ramirez,2.7
2023-11-21,Joshua Nguyen,13.6
2024-10-30,Daniel Young,8.2
2024-06-17,Laura Sanchez,3.6
2023-06-01,William Lopez,10.6
2023-11-15,Brian Gonzalez,5.5
2023-11-14,Karen Flores,2.8
2024-12-13,William Lewis,5.1
2023-12-26,Elizabeth Thompson,1.3
2024-11-08,Ashley Miller,1.6
2023-05-25,Daniel Davis,10.3
2024-08-28,William Lewis,5.5
2024-08-23,Donna Young,11.0
2023-08-25,Matthew Wright,6.5
2023-06-14,Stephanie Garcia,2.6
2024-03-27,Laura Sanchez,1.9
2024-10-25,Mark Scott,3.1
2024-12-04,Betty Robinson,7.1
2024-07-09,Laura Sanchez,5.0
2024-01-23,Robert White,5.4
2023-09-20,David Robinson,14.1
2023-01-16,Mike King,2.9
2024-10-10,Matthew Rodriguez,0.6
2024-10-23,Stephanie Hill,9.4
2024-12-04,Joseph Lopez,9.0
2023-12-09,Sarah Wright,7.4
2023-07-14,Robert Young,4.3
2023-06-07,William Lewis,3.4
2024-05-23,William Lopez,13.4
2024-05-01,Michael Taylor,4.6
2024-02-03,Matthew Young,2.2
2023-10-01,Betty Smith,2.1
2024-01-15,Jane Lewis,4.8
2024-04-01,Laura Brown,2.2
2024-09-17,Mark Jones,5.8
2023-09-03,Richard Ramirez,2.2
2023-09-26,Joshua Harris,15.2
2023-11-23,Mike White,7.2
2024-12-09,Kimberly Nguyen,1.0
2024-05-04,Christopher Thomas,8.1
2024-02-11,Elizabeth Torres,17.2
2024-08-24,Robert Young,2.4
2024-12-10,Mark Lewis,10.3
2023-02-23,Betty Rodriguez,15.8
2023-05-15,Laura Sanchez,3.8
2023-06-06,Michael Robinson,10.1
2024-01-19,Mark Anderson,6.3
2024-11-23,William Lopez,14.6
2023-03-20,William Wilson,2.5
2024-09-05,Mark Nguyen,18.3
2023-07-05,David Thomas,18.5
2024-06-15,Laura Young,1.9
2023-03-01,Chris Gonzalez,17.7
2023-06-29,Robert Johnson,2.1
2023-10-03,Betty Smith,1.1
2024-06-05,Linda Lopez,3.3
2024-01-04,Kevin Taylor,15.4
2024-07-27,Laura Robinson,4.0
2024-02-20,Karen Williams,7.3
2023-06-29,Betty Smith,1.5
2023-06-05,Ashley Ramirez,1.1
2023-12-06,Joseph King,3.3
2023-12-12,Mark Nguyen,15.4
2024-09-02,Ashley Davis,10.0
2023-06-17,Elizabeth Nguyen,2.6
2024-08-08,Robert White,5.2
2023-08-23,Paul Smith,9.8
2023-06-05,Elizabeth Nguyen,1.4
2023-10-08,Stephanie Scott,4.0
2024-06-22,Lisa Martinez,4.3
2023-07-01,Jennifer Robinson,3.2
2024-04-20,William Wilson,4.0
2024-06-14,David Smith,3.3
2024-04-14,Elizabeth Thompson,0.5
2024-09-06,Matthew Robinson,9.7
2023-09-02,Richard Brown,8.7
2023-11-28,Chris Hernandez,2.8
2023-06-16,William Lewis,4.1
2023-03-15,Paul Smith,9.6
2024-09-28,Jane Jones,6.4
2024-12-29,Brian Hill,16.3
2023-06-10,Paul Lopez,7.6
2023-01-11,Richard Brown,10.2
2024-11-13,Emily Perez,7.9
2024-06-06,Richard Smith,4.4
2023-11-04,Karen Young,5.5
2023-06-08,Betty Smith,0.5
2023-04-17,Chris White,15.5
2023-11-01,Mike Wright,4.8
2024-05-21,Sarah Jackson,3.9
2023-07-13,Lisa Wilson,8.1
2024-07-23,Robert White,7.0
2024-12-08,Betty Sanchez,4.8
2023-05-30,Christopher Jones,4.6
2023-10-12,Elizabeth Nguyen,1.7
2024-03-09,Donna Torres,9.7
2024-03-04,Betty Smith,0.7
2024-11-19,Jane Jones,5.4
2024-11-20,Richard Brown,11.8
2023-03-27,Daniel Davis,7.2
2024-05-03,Richard Wright,10.6
2023-05-15,Laura Clark,16.5
2024-11-05,Paul Lopez,3.7
2024-12-17,Sarah King,1.9
2024-08-25,Laura Lewis,6.2
2024-04-24,Mark Rodriguez,2.6
2023-10-03,Christopher Perez,6.7
2024-08-23,Sarah Harris,5.3
2024-05-16,Christopher Lee,4.4
2023-05-12,Christopher Lopez,2.6
2024-07-27,Chris Flores,13.2
2023-04-21,Maria Jackson,2.2
2024-11-21,Maria Jackson,2.3
2024-06-03,Betty Smith,1.5
2024-12-20,William Torres,5.5
2023-01-27,Brian Hill,10.4
2023-09-20,Chris Gonzalez,9.8
2023-08-15,Laura Young,1.9
2024-10-28,John Allen,6.1
2024-03-22,Lisa Martinez,3.2
2024-06-17,Chris Williams,2.6
2024-11-27,Elizabeth Martin,2.2
2024-11-12,Donna Flores,1.8
2023-11-23,Kimberly White,5.5
2024-05-05,Sarah Sanchez,8.7
2023-10-10,Jennifer Robinson,4.9
2024-05-28,Charles Clark,3.6
2023-01-28,Linda Jones,11.7
2024-08-28,Laura Young,1.6
2024-11-01,Brian Perez,0.9
2024-06-30,William Lewis,3.5
2024-01-04,Sarah Wright,3.3
2024-03-31,Donna Young,6.4
2024-02-05,Robert Wilson,6.9
2024-11-30,Paul Taylor,13.3
2023-08-07,Donna Young,11.0
2023-06-10,Kevin White,11.5
2023-04-15,Matthew Hill,8.4
2023-05-17,Michelle Hernandez,5.0
2023-10-11,James Lopez,8.1
2024-05-12,Lisa Walker,13.0
2024-06-21,Mark Scott,3.3
2023-07-16,Donna White,3.2
2023-08-24,Chris Ramirez,1.7
